product,title,rating,body,Model number
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"5.0 out of 5 stars
Excellent product",5,"I have bought this bp monitor 4 months before still now it works fine. The adaptor mode usage is very useful, Even it doesn't consume much power in battery mode as well. Nice product 👍",7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"4.0 out of 5 stars
Product amazing",4,Dislike not BT,7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"4.0 out of 5 stars
Good product",4,Product quality good,7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"5.0 out of 5 stars
Nice product!!!",5,I ordered this Omron BP machine product last 6 months ago This machine  is very nice product and also very easy to use.,7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"4.0 out of 5 stars
The BP monitor has an error of 5-10 % as compared to the mannual mercury BP monitor",4,I am using the product but has accuracy of 90%.,7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"5.0 out of 5 stars
Reliable Product",5,"I’m using this for few months now. Readings are accurate enough for homely monitoring. I’m using other products too from Omron - Nebuliser, BP monitor etc.., all their products  maintain the same reliability.",7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"4.0 out of 5 stars
Different reading shown for three consecutive action.",4,Like. But 75%,7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"5.0 out of 5 stars
Excellent product",5,"Omron Blood pressure monitor received is accurate, user friendly, durable and also equipped with rechargeable battery option.Overall good product",7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"5.0 out of 5 stars
Nice product, till now no issue..",5,"I used to take BP, three times and then got the accuracy higher for reading. Easy usage, and can use by electric also through adapter.",7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"5.0 out of 5 stars
Excellent",5,Omron HEM-7121 is a great product.I recommend this for home users. It's easy to handle. blood pressure with 30 memory presets.,7143T1
Omron HEM 7143T1 Digital Bluetooth Blood Pressure Monitor with Cuff Wrapping Guide &amp; Intellisense Technology For Most Accurate Measurement,"5.0 out of 5 stars
Excellent product.....👍🏻",5,Omron blood pressure monitor  readings are very accurate and precise. it is very easy to use and built quality is also very good. As a doctor I would recommend Omron blood pressure monitor for home based blood pressure monitoring.,7143T1
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Extremely convenient, accurate results",5,"Very simple to use , extremely convenient, much better than arm one , easily portable , has omron connect app which can be synced",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Very compact and good",5,"If you follow the exact device instructions, you will get a correct measurement.It is a perfect and compact device for bringing in the briefcase (takes small space)",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"4.0 out of 5 stars
Easy to set up & easy to use",4,"Buy this cuff model if your wrist is big.The cuff is easier to put on in this model as compared to the other model.Easy to set up and easy to use.If you don't want to pair using Bluetooth,  you can just download omron connect app and take a picture of the reading from the all scanner.It will maintain your record in a table format, so there is no need to write in diary or paper.Use this device as an approximated idea. Just to know you're doing OK.Exact reading always a doctor will be able to get.Good value for money and small in size. But display is big enough to read.",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"1.0 out of 5 stars
Don't buy. Nothing like Omron's other machines",1,"Inaccurate, consistently shows low BP compared to Omron's other machines. Waste of money and dangerous for someone whose BP needs to be constantly monitored.",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Most easy and accurate BP monitor",5,"Its light weight, small in size and can be carried easily in pocket or sack.  BP measurement is accurate and Omron app is very handy it can maintain the history and gives you average, daily chart etc so it very useful when you consult doctor or under BP medication.Data can be stored for 2 users. Initial bluetooth connection with app is tricky, you need to enable location as well if you are using phone with andriod 11 or up, mine is one plus 8pro, with Android 10 its seamless. Hi Overall happy with product and will recommend those need to monitor BP daily.",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
worth for money",5,"This product is an essential apparatus for day to day life. I am Kidney (CKD) patient and suffering from accelerated hypertension, so, regularly (once in 2 hours) I need to monitor my blood pressure. I bought this BP monitor and thanks to Omron for such amazing product, I verified readings with  BP monitor which doctor uses and both readings were matching. I strongly recommend this product for ones who wish to monitor their BP regularly. The best part is it has bluetooth feature which provides readings history.  Also, this monitor is so compact that carrying during travel is so easy.",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Excellent Accuracy",5,Little costly but must go for this,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"3.0 out of 5 stars
Complicated",3,Complicated to understand and use,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
BP Monitor good App not good",5,App login is always with username password but Omron Connect app worst ever seen for any medical device. First thought BP Monitor will also be useless but later on found another third party app that connected to BP Monitor and make it usable. Otherwise without this 3rd party app BP monitor was useless and should have returned. Recomended and its good move from USB to Bluetooth except application.,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Easy to Operate and Monitor",5,"Due to unregulated BP problem l had an urgent need to @3 hrs regular monitoring for 7 days and report it to my doctor, which helped me a lot and through the reading analysis of this product my physician prescribed proper drug for me and now my BP is under control .",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"4.0 out of 5 stars
क्यों डिफेक्ट पीस डिलेवरी करते हैं",4,हमारा अनुरोध है हमें प्रोडक्ट चैक कर भेजे समय पर उद्देश्य पुर्ण नहीं होता है परेशानी होती है समय खराब होता है।,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"4.0 out of 5 stars
Great Product",4,"This device is very useful for the day to day life of Senior Adults. I bought this product for my mother, she took a little time to get accustomed with the machine settings especially sitting posture level correction etc. But compared to other types of electronic BP monitors the accuracy is a bit high almost equal to a mercurial apparatus. It is very easy to wear on wrist without any other persons help.I am happy with this product, thanks to OMRON and AMAZON",6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"4.0 out of 5 stars
Good",4,Good product,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"4.0 out of 5 stars
Usage feedback after 3 months",4,Very handy device. Easy to carry anywhereInitially I bought one device accuracy was not at par with clinical  sphygmomanometer. Nearly 10 units difference.I returned and got it replaced with another device which was very closer… with in 3 units difference.I like the product it has a very good sync with omron connect app to track regularly blood pressure…,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Automated",5,Silent fast accurate comes in a sturdy keep box overall nice.,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"3.0 out of 5 stars
Omron HEM 6232T Wrist Blood Pressure Monitor (Black)",3,Not accurate or near to it any time.,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Convenient and reliable",5,We have been using this BP monitor since few months.This is very easy to use since it is wrist based. Much more easy than upper arm based equipment.It is quite accurate and reliable equipment. App based syncing of data is a great feature.,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Very good blood pressure monitor for family",5,I’m using this BP monitor for myself and for my wife and it is very convenient to keep the record history for both of us separately in single device. And record is stored on my and my wife’s mobile separately.,6232T
Omron HEM 6232T Wrist Blood Pressure Monitor (Black),"5.0 out of 5 stars
Very accurate readings, but quality varies between devices",5,"My original order got me a defective piece for which the reading went anything between 90/40 and 180/120. I don't know about others but we humans cannot stay alive while giving out such readings.I ordered a replacement and it arrived the next day. (awesome logistics Amazon!) This time the device is working almost as good as the traditional reading system. The readings almost always match what I get while getting it done professionally in a hospital. Even if there is a miss, it is never beyond 1-2 units.The interface is very simple and easy to use. It saves your history, and if you want to, syncs it over to a smartphone using bluetooth. The app is also solid. Maybe, due to privacy or whatever concerns, the developers chose not to have a sync enabled with Google Fit, which would have made it better.",6232T
